iter	Logloss
237	0.07558330024
238	0.07535733695
239	0.07500330908
240	0.07470806414
241	0.07435481119
242	0.07421900288
243	0.07411124824
244	0.07396771363
245	0.07337961611
246	0.07326259569
247	0.07296724616
248	0.07286410528
249	0.0726770548
250	0.07240362951
251	0.07231261522
252	0.07203720061
253	0.07188774659
254	0.07140032871
255	0.0710202036
256	0.07012963125
257	0.06950793641
258	0.06905528813
259	0.06869309062
260	0.06846281008
261	0.06826993509
262	0.06796287474
263	0.06769098118
264	0.06756469036
265	0.06717212489
266	0.06697224958
267	0.06674766272
268	0.06664297023
269	0.06629179764
270	0.06612903947
271	0.0653349561
272	0.06500901264
273	0.06460848821
274	0.06432742702
275	0.0639874612
276	0.06384432196
277	0.0636970667
278	0.06349432088
279	0.06340284984
280	0.0632501024
281	0.06280983737
282	0.0625546816
283	0.06239279675
284	0.062167012
285	0.06181468719
286	0.06168663501
287	0.06156690237
288	0.06143688167
289	0.06127326803
290	0.06116268416
291	0.06105768792
292	0.06072608079
293	0.0606594756
294	0.06038007575
295	0.05985695398
296	0.05931124772
297	0.05886990287
298	0.05861776528
299	0.05820203097
300	0.05793403368
301	0.05766494252
302	0.05746261289
303	0.05716388591
304	0.05679330229
305	0.05669318283
306	0.05635479966
307	0.05604766802
308	0.05578679334
309	0.05559625833
310	0.05550331523
311	0.05501858936
312	0.05486204657
313	0.05470054608
314	0.05445253082
315	0.05430085487
316	0.05422625567
317	0.05409634308
318	0.05395574796
319	0.05381378568
320	0.05372555446
321	0.05366653687
322	0.05353454705
323	0.0533281002
324	0.05323397242
325	0.05316394362
326	0.05302312743
327	0.05288311887
328	0.05244315071
329	0.0523168551
330	0.05219619359
331	0.0520835231
332	0.0520240399
333	0.05195492335
334	0.05184354674
335	0.05163614123
336	0.05154434086
337	0.05134165894
338	0.05119886121
339	0.05109012226
340	0.05102710555
341	0.05094183259
342	0.05084783567
343	0.05073636674
344	0.05036654379
345	0.04986122648
346	0.04970609286
347	0.04942310427
348	0.04921204479
349	0.04911530115
350	0.0488412347
351	0.04868911863
352	0.04860634394
353	0.0483867933
354	0.04817285527
355	0.04811609108
356	0.04801403196
357	0.04772396915
358	0.04754035962
359	0.04748531928
360	0.04738065106
361	0.04725873204
362	0.04717714702
363	0.04702661814
364	0.04676106285
365	0.0466817774
366	0.04659132964
367	0.04655208877
368	0.04634491294
369	0.04625064501
370	0.04619693018
371	0.04613256779
372	0.04591462302
373	0.0458775018
374	0.04576862635
375	0.04572199773
376	0.04567957147
377	0.04559934647
378	0.04549416919
379	0.04543931193
380	0.04538047616
381	0.0450908023
382	0.04494382495
383	0.04481689711
384	0.04470284696
385	0.04442256162
386	0.04422863922
387	0.04414270674
388	0.04403790626
389	0.04391787959
390	0.04372624489
391	0.04359118044
392	0.04339301054
393	0.04323687764
394	0.04319454644
395	0.04312614677
396	0.04306901285
397	0.04293335961
398	0.04287652996
399	0.04284508955
400	0.04280055214
401	0.04271324353
402	0.04257927581
403	0.04244991453
404	0.04234710963
405	0.04220748162
406	0.04216048203
407	0.04212224982
408	0.04208029156
409	0.04197951682
410	0.04194917205
411	0.0419054229
412	0.04182243125
413	0.04177129139
414	0.04173344027
415	0.04163934996
416	0.04156056635
417	0.04150801917
418	0.04144350172
419	0.04133323748
420	0.04119712216
421	0.04114400705
422	0.04098346693
423	0.04094602129
424	0.04087873555
425	0.0408344778
426	0.04075481313
427	0.04069478608
428	0.04063052611
429	0.04043398244
430	0.04026118753
431	0.04017881528
432	0.04010425456
433	0.04000381302
434	0.03983273449
435	0.03979232523
436	0.03967067701
437	0.0396281031
438	0.03952311999
439	0.03946515056
440	0.039337145
441	0.03925160291
442	0.03920789668
443	0.03910209616
444	0.03906957219
445	0.03902043539
446	0.03896526229
447	0.0388472029
448	0.03877087152
449	0.03873846151
450	0.03863684889
451	0.03861724813
452	0.03848893375
453	0.03840322516
454	0.03835759289
455	0.03825687629
456	0.03812321327
457	0.03797734614
458	0.03790918751
459	0.03783747415
460	0.03775047432
461	0.03770154708
462	0.03762164042
463	0.0374966361
464	0.03743590154
465	0.03731852025
466	0.0372366896
467	0.03716738995
468	0.03709175408
469	0.03692069552
470	0.03685487169
471	0.0367938031
472	0.03669695761
473	0.03663017598
474	0.03659921568
475	0.03656854244
476	0.03652774129
477	0.03646422278
478	0.0364058744
479	0.0363893099
480	0.03630271001
481	0.03620057302
482	0.03601986672
483	0.03598530412
484	0.03586155782
485	0.03575565017
486	0.03572058222
487	0.03569101087
488	0.03565429914
489	0.03558021736
490	0.03553579804
491	0.03543200912
492	0.0353157038
493	0.0351649164
494	0.03513581331
495	0.03509029907
496	0.03507560003
497	0.03503054919
498	0.03495487536
499	0.03490417783
500	0.0348422571
501	0.03479714796
502	0.03475846852
503	0.03458478082
504	0.03449522804
505	0.03440781322
506	0.03432573742
507	0.03430361884
508	0.0342128625
509	0.03416525542
510	0.03414663044
511	0.03410098111
512	0.03403084181
513	0.0339487253
514	0.03390178955
515	0.03381121273
516	0.03376912854
517	0.03371868619
518	0.03366210271
519	0.03355841586
520	0.03351545731
521	0.03347966705
522	0.03339190402
523	0.03328493416
524	0.03325310132
525	0.03320168545
526	0.03312262298
527	0.03306091114
528	0.03300330682
529	0.03296041709
530	0.03284402394
531	0.03280408374
532	0.0327460446
533	0.03272840495
534	0.03268671203
535	0.0325858793
536	0.03249950399
537	0.03242359185
538	0.03236357376
539	0.03233759928
540	0.0322723914
541	0.03225047578
542	0.03217347738
543	0.03215903799
544	0.03211603507
545	0.03207899181
546	0.03203561271
547	0.03196031552
548	0.03182238646
549	0.03174557306
550	0.03169803397
551	0.03168053296
552	0.03164917862
553	0.03159076656
554	0.03147013788
555	0.03141154824
556	0.03137959909
557	0.03131639636
558	0.03120384373
559	0.03113297837
560	0.03109136996
561	0.03103428224
562	0.0309907075
563	0.03092867388
564	0.03089254892
565	0.03086910651
566	0.03082639967
567	0.03079368995
568	0.03075662354
569	0.03066930058
570	0.03059857166
571	0.03052915401
572	0.03048127018
573	0.03039462116
574	0.03034123402
575	0.03030016071
576	0.03023623741
577	0.03015175201
578	0.03010951746
579	0.0300826048
580	0.03004267657
581	0.02997994311
582	0.02996555722
583	0.02989106731
584	0.02983555788
585	0.02980497501
586	0.02977665296
587	0.02975535635
588	0.02974116502
589	0.02971083822
590	0.02966719669
591	0.02961191578
592	0.02955033508
593	0.02952086463
594	0.02941103681
595	0.02937204737
596	0.02935227663
597	0.02932759205
598	0.02928347475
599	0.02922584047
600	0.02913370581
601	0.02911650687
602	0.02907806384
603	0.02902962796
604	0.02899544313
605	0.02896321101
606	0.02893058541
607	0.02889849544
608	0.02886420816
609	0.02883097234
610	0.02876501968
611	0.0286474419
612	0.02854071717
613	0.02848757238
614	0.0284308929
615	0.02841207695
616	0.02833037854
617	0.02826308662
618	0.02822014971
619	0.0281962849
620	0.02812857883
621	0.02807669808
622	0.02803117385
623	0.02798994761
624	0.02797574665
625	0.02795005885
626	0.02793595023
627	0.02792039521
628	0.02787315733
629	0.02784616632
630	0.02777629396
631	0.02774126687
632	0.02770869007
633	0.0276556063
634	0.02762597214
635	0.02759936619
636	0.02755745792
637	0.02754293368
638	0.02751480157
639	0.02748656914
640	0.02745410174
641	0.02739253661
642	0.02734823978
643	0.02732120248
644	0.02726602333
645	0.02720704759
646	0.02717127805
647	0.02710600843
648	0.02705624558
649	0.02703444373
650	0.02698872796
651	0.02692688933
652	0.02688221816
653	0.02681972502
654	0.02677438946
655	0.02666756706
656	0.02662363689
657	0.02655620809
658	0.02649721658
659	0.02647096597
660	0.02645583281
661	0.02640754498
662	0.02637605133
663	0.02636700293
664	0.02633462009
665	0.02632138374
666	0.02629453821
667	0.02626740597
668	0.02624162246
669	0.02622180303
670	0.02616524722
671	0.02610823953
672	0.02602929594
673	0.02598427545
674	0.02596744159
675	0.02591827852
676	0.02589447773
677	0.02587071064
678	0.02583322789
679	0.02578363021
680	0.02571671348
681	0.02569887688
682	0.02567429946
683	0.02562538907
684	0.02558518773
685	0.02553986176
686	0.02550838284
687	0.02546726004
688	0.02542937342
689	0.02540134835
690	0.02538174157
691	0.02535485527
692	0.02531100569
693	0.02528543853
694	0.02525763994
695	0.025246354
696	0.02521473836
697	0.02517520461
698	0.02512568996
699	0.02511547641
700	0.02504735415
701	0.02501482912
702	0.02496782495
703	0.02492163245
704	0.02485988921
705	0.02483924544
706	0.02482010338
707	0.0246739383
708	0.02465325587
709	0.02464132939
710	0.02462100273
711	0.02460710931
712	0.02457836547
713	0.02456378327
714	0.02452517303
715	0.02449372676
716	0.02443562377
717	0.02441370198
718	0.02438622413
719	0.02431887765
720	0.02424643348
721	0.02421293718
722	0.0242039649
723	0.02418163154
724	0.02414414438
725	0.02412512261
726	0.02410139147
727	0.02408475211
728	0.02406362278
729	0.02401744129
730	0.02398800497
731	0.02396162849
732	0.02395333643
733	0.02391907552
734	0.0238770597
735	0.0238597488
736	0.02383788337
737	0.02381076517
738	0.02379066229
739	0.02376432384
740	0.02372554219
741	0.02370612057
742	0.02367824164
743	0.02365999904
744	0.02362808394
745	0.02359887155
746	0.02359037652
747	0.02356719174
748	0.02355342907
749	0.02352240969
750	0.02350073414
751	0.02348663389
752	0.02347377028
753	0.02343753037
754	0.02340483599
755	0.02338496264
756	0.02335963292
757	0.02334383077
758	0.02329765292
759	0.02328658808
760	0.02325027692
761	0.02323345073
762	0.02321626796
763	0.02316385938
764	0.02313531029
765	0.02311877746
766	0.02307216516
767	0.02302040921
768	0.02298145246
769	0.02295781011
770	0.02293886838
771	0.02291580043
772	0.02290001801
773	0.02286749427
774	0.02284906079
775	0.02283874025
776	0.02281223755
777	0.0226954986
778	0.02266356881
779	0.02263518739
780	0.0226117627
781	0.02257095124
782	0.02252580994
783	0.02249754219
784	0.02247687645
785	0.02245689299
786	0.02243405805
787	0.02242469916
788	0.02240540834
789	0.02236305328
790	0.02231806723
791	0.02228592436
792	0.02227669108
793	0.02224952505
794	0.02223307721
795	0.02220290318
796	0.02217351596
797	0.0221607579
798	0.02208680999
799	0.02206352218
800	0.02205100222
801	0.02199876961
802	0.0219576672
803	0.02194444604
804	0.02191076925
805	0.02188925995
806	0.02185783842
807	0.02183630448
808	0.02179726656
809	0.0217827685
810	0.0217566768
811	0.02172773589
812	0.02170437987
813	0.02168540182
814	0.02167399034
815	0.02165628037
816	0.02163610691
817	0.02162243997
818	0.02159199197
819	0.0215521174
820	0.02153941056
821	0.02147444816
822	0.02144896495
823	0.02143032096
824	0.02140742422
825	0.02136995955
826	0.02133051662
827	0.02130808615
828	0.02128842228
829	0.02126268002
830	0.0212493088
831	0.02123674476
832	0.02121627328
833	0.02117730775
834	0.02116165524
835	0.0211463226
836	0.02112397783
837	0.02109782182
838	0.02108956433
839	0.02106524167
840	0.02105271421
841	0.02104205848
842	0.02102355605
843	0.02099284425
844	0.02097394169
845	0.02093304752
846	0.02092583166
847	0.0209029006
848	0.02088690761
849	0.02087088353
850	0.02084986654
851	0.02084153656
852	0.0208179862
853	0.0207764023
854	0.02074606666
855	0.02073049275
856	0.02071975575
857	0.02068082386
858	0.02066306374
859	0.02064597818
860	0.02063242554
861	0.02059168239
862	0.02057517773
863	0.0205448858
864	0.02052352489
865	0.02051081724
866	0.02049864064
867	0.02045958242
868	0.02043246837
869	0.02042092826
870	0.0204010522
871	0.02036976317
872	0.02033210487
873	0.02029850756
874	0.02027123594
875	0.02024897287
876	0.02023597945
877	0.02019623568
878	0.02018046153
879	0.02016182407
880	0.02013103957
881	0.020125491
882	0.0201160253
883	0.02008623352
884	0.020069886
885	0.02005920596
886	0.02004594604
887	0.02001554179
888	0.02000305183
889	0.01997873835
890	0.0199597325
891	0.01993551539
892	0.01989111745
893	0.01985450613
894	0.0198442475
895	0.01982762532
896	0.01981132992
897	0.01978263431
898	0.01977234829
899	0.01976508858
900	0.01975683726
901	0.01973284975
902	0.01970812816
903	0.01969057665
904	0.01967449701
905	0.01964244293
906	0.01961747435
907	0.01959841468
908	0.01954724624
909	0.01945772524
910	0.01943852152
911	0.0194075626
912	0.01937632149
913	0.019329179
914	0.01930412424
915	0.01928388926
916	0.01926436378
917	0.01924439362
918	0.01923715429
919	0.01920456639
920	0.01917451684
921	0.01915054745
922	0.01914262849
923	0.0191102347
924	0.01910091546
925	0.01901326347
926	0.01899175267
927	0.01898449867
928	0.01897679018
929	0.01891069644
930	0.01888188406
931	0.0188645841
932	0.0188551126
933	0.01884658156
934	0.0188237514
935	0.01879919948
936	0.01875515015
937	0.01873036532
938	0.01871597288
939	0.01870647363
940	0.01869471541
941	0.0186369786
942	0.01862855251
943	0.01859589927
944	0.01856409289
945	0.01855307696
946	0.01853949996
947	0.01851692286
948	0.01845680001
949	0.01842711643
950	0.01840492229
951	0.0183877699
952	0.01837061399
953	0.01836236683
954	0.01834280837
955	0.01833297937
956	0.01830980158
957	0.01828347079
958	0.01827028699
959	0.01823587345
960	0.01821869631
961	0.01821139595
962	0.01817627371
963	0.01812391496
964	0.01811436436
965	0.0181012632
966	0.01807723687
967	0.01806615227
968	0.01802762561
969	0.01801973946
970	0.01798877859
971	0.01796097217
972	0.01793412947
973	0.01791519956
974	0.01789760503
975	0.01783076681
976	0.0178226536
977	0.01777738932
978	0.01774471513
979	0.01772701979
980	0.01771298988
981	0.01770338356
982	0.01766590151
983	0.01764180766
984	0.01763436092
985	0.0176265787
986	0.01761638535
987	0.01759166691
988	0.01756043398
989	0.01752116759
990	0.01750087581
991	0.01749192437
992	0.01747962084
993	0.01746960645
994	0.01746302259
995	0.01745791395
996	0.0174389699
997	0.01741374825
998	0.01740489241
999	0.01738025779
